,Местное время,T,meteostation
105855,2014-06-30 08:00:00,10.0,Чермоз
105856,2014-06-29 08:00:00,17.0,Чермоз
105857,2014-06-28 08:00:00,10.9,Чермоз
105858,2014-06-27 08:00:00,10.1,Чермоз
105859,2014-06-26 08:00:00,11.8,Чермоз
105860,2014-06-25 08:00:00,15.0,Чермоз
105861,2014-06-24 08:00:00,16.5,Чермоз
105862,2014-06-23 08:00:00,19.1,Чермоз
105863,2014-06-22 08:00:00,17.5,Чермоз
105864,2014-06-21 08:00:00,14.8,Чермоз
105865,2014-06-20 08:00:00,11.0,Чермоз
105866,2014-06-19 08:00:00,13.8,Чермоз
105867,2014-06-18 08:00:00,12.9,Чермоз
105868,2014-06-17 08:00:00,9.3,Чермоз
105869,2014-06-16 08:00:00,9.2,Чермоз
105870,2014-06-15 08:00:00,15.8,Чермоз
105871,2014-06-14 08:00:00,13.3,Чермоз
105872,2014-06-13 08:00:00,10.7,Чермоз
105873,2014-06-12 08:00:00,10.3,Чермоз
105874,2014-06-11 08:00:00,12.5,Чермоз
105875,2014-06-10 08:00:00,12.9,Чермоз
105876,2014-06-09 08:00:00,15.8,Чермоз
105877,2014-06-08 08:00:00,10.7,Чермоз
105878,2014-06-07 08:00:00,10.2,Чермоз
105879,2014-06-06 08:00:00,11.1,Чермоз
105880,2014-06-05 08:00:00,13.2,Чермоз
105881,2014-06-04 08:00:00,12.0,Чермоз
105882,2014-06-03 08:00:00,15.8,Чермоз
105883,2014-06-02 08:00:00,17.0,Чермоз
105884,2014-06-01 08:00:00,14.1,Чермоз
105885,2014-05-31 08:00:00,11.9,Чермоз
105886,2014-05-30 08:00:00,11.3,Чермоз
105887,2014-05-29 08:00:00,7.4,Чермоз
105888,2014-05-28 08:00:00,6.3,Чермоз
105889,2014-05-27 08:00:00,4.7,Чермоз
105890,2014-05-26 08:00:00,7.4,Чермоз
105891,2014-05-25 08:00:00,17.0,Чермоз
105892,2014-05-24 08:00:00,14.9,Чермоз
105893,2014-05-23 08:00:00,15.8,Чермоз
105894,2014-05-22 08:00:00,18.9,Чермоз
105895,2014-05-21 08:00:00,13.4,Чермоз
105896,2014-05-20 08:00:00,10.3,Чермоз
105897,2014-05-19 08:00:00,10.4,Чермоз
105898,2014-05-18 08:00:00,9.9,Чермоз
105899,2014-05-17 08:00:00,5.6,Чермоз
105900,2014-05-16 08:00:00,8.8,Чермоз
105901,2014-05-15 08:00:00,12.7,Чермоз
105902,2014-05-14 08:00:00,16.7,Чермоз
105903,2014-05-13 08:00:00,10.4,Чермоз
105904,2014-05-12 08:00:00,12.8,Чермоз
105905,2014-05-11 08:00:00,11.4,Чермоз
105906,2014-05-10 08:00:00,6.8,Чермоз
105907,2014-05-09 08:00:00,2.1,Чермоз
105908,2014-05-08 08:00:00,3.3,Чермоз
105909,2014-05-07 08:00:00,5.0,Чермоз
105910,2014-05-06 08:00:00,6.7,Чермоз
105911,2014-05-05 08:00:00,1.8,Чермоз
105912,2014-05-04 08:00:00,-0.3,Чермоз
105913,2014-05-03 08:00:00,7.1,Чермоз
105914,2014-05-02 08:00:00,6.0,Чермоз
105915,2014-05-01 08:00:00,7.5,Чермоз
105916,2014-04-30 08:00:00,5.2,Чермоз
105917,2014-04-29 08:00:00,1.8,Чермоз
105918,2014-04-28 08:00:00,0.0,Чермоз
105919,2014-04-27 08:00:00,-4.3,Чермоз
105920,2014-04-26 08:00:00,-2.9,Чермоз
105921,2014-04-25 08:00:00,-2.4,Чермоз
105922,2014-04-24 08:00:00,-1.0,Чермоз
105923,2014-04-23 08:00:00,4.4,Чермоз
105924,2014-04-22 08:00:00,-2.5,Чермоз
105925,2014-04-21 08:00:00,2.6,Чермоз
105926,2014-04-20 08:00:00,3.7,Чермоз
105927,2014-04-19 08:00:00,1.7,Чермоз
105928,2014-04-18 08:00:00,1.6,Чермоз
105929,2014-04-17 08:00:00,3.2,Чермоз
105930,2014-04-16 08:00:00,1.4,Чермоз
105931,2014-04-15 08:00:00,2.0,Чермоз
105932,2014-04-14 08:00:00,-1.7,Чермоз
105933,2014-04-13 08:00:00,0.3,Чермоз
105934,2014-04-12 08:00:00,-6.8,Чермоз
105935,2014-04-11 08:00:00,-11.4,Чермоз
105936,2014-04-10 08:00:00,-8.4,Чермоз
105937,2014-04-09 08:00:00,-11.1,Чермоз
105938,2014-04-08 08:00:00,-4.4,Чермоз
105939,2014-04-07 08:00:00,-3.9,Чермоз
105940,2014-04-06 08:00:00,-0.6,Чермоз
105941,2014-04-05 08:00:00,-3.9,Чермоз
105942,2014-04-04 08:00:00,-5.5,Чермоз
105943,2014-04-03 08:00:00,-1.9,Чермоз
105944,2014-04-02 08:00:00,-5.8,Чермоз
105945,2014-04-01 08:00:00,-4.7,Чермоз
105946,2014-03-31 08:00:00,-6.2,Чермоз
105947,2014-03-30 08:00:00,-10.5,Чермоз
105948,2014-03-29 08:00:00,-7.3,Чермоз
105949,2014-03-28 08:00:00,-3.0,Чермоз
105950,2014-03-27 08:00:00,-4.2,Чермоз
105951,2014-03-26 08:00:00,0.3,Чермоз
105952,2014-03-25 08:00:00,1.4,Чермоз
105953,2014-03-24 08:00:00,-0.2,Чермоз
105954,2014-03-23 08:00:00,-0.3,Чермоз
105955,2014-03-22 08:00:00,-5.1,Чермоз
105956,2014-03-21 08:00:00,-9.0,Чермоз
105957,2014-03-20 08:00:00,-5.1,Чермоз
105958,2014-03-19 08:00:00,-0.6,Чермоз
105959,2014-03-18 08:00:00,0.3,Чермоз
105960,2014-03-17 08:00:00,2.6,Чермоз
105961,2014-03-16 08:00:00,-1.4,Чермоз
105962,2014-03-15 08:00:00,-0.4,Чермоз
105963,2014-03-14 08:00:00,-1.7,Чермоз
105964,2014-03-13 08:00:00,-0.8,Чермоз
105965,2014-03-12 08:00:00,-0.6,Чермоз
105966,2014-03-11 08:00:00,-1.8,Чермоз
105967,2014-03-10 08:00:00,-1.3,Чермоз
105968,2014-03-09 08:00:00,-2.6,Чермоз
105969,2014-03-08 08:00:00,-1.6,Чермоз
105970,2014-03-07 08:00:00,-2.8,Чермоз
105971,2014-03-06 08:00:00,-3.7,Чермоз
105972,2014-03-05 08:00:00,-11.7,Чермоз
105973,2014-03-04 08:00:00,-15.4,Чермоз
105974,2014-03-03 08:00:00,-12.7,Чермоз
105975,2014-03-02 08:00:00,-16.0,Чермоз
105976,2014-03-01 08:00:00,-4.4,Чермоз
105977,2014-02-28 08:00:00,-2.7,Чермоз
105978,2014-02-27 08:00:00,-0.9,Чермоз
105979,2014-02-26 08:00:00,1.3,Чермоз
105980,2014-02-25 08:00:00,-9.0,Чермоз
105981,2014-02-24 08:00:00,-16.8,Чермоз
105982,2014-02-23 08:00:00,-32.8,Чермоз
105983,2014-02-22 08:00:00,-36.0,Чермоз
105984,2014-02-21 08:00:00,-26.5,Чермоз
105985,2014-02-20 08:00:00,-18.9,Чермоз
105986,2014-02-19 08:00:00,-9.9,Чермоз
105987,2014-02-18 08:00:00,-5.3,Чермоз
105988,2014-02-17 08:00:00,-3.9,Чермоз
105989,2014-02-16 08:00:00,-3.3,Чермоз
105990,2014-02-15 08:00:00,-12.3,Чермоз
105991,2014-02-14 08:00:00,-20.2,Чермоз
105992,2014-02-13 08:00:00,-18.9,Чермоз
105993,2014-02-11 08:00:00,-8.9,Чермоз
105994,2014-02-10 08:00:00,,Чермоз
105995,2014-02-09 08:00:00,-18.1,Чермоз
105996,2014-02-08 08:00:00,-24.1,Чермоз
105997,2014-02-07 08:00:00,-29.3,Чермоз
105998,2014-02-06 08:00:00,-26.4,Чермоз
105999,2014-02-05 08:00:00,-19.9,Чермоз
106000,2014-02-04 08:00:00,-17.0,Чермоз
106001,2014-02-03 08:00:00,-14.4,Чермоз
106002,2014-02-02 08:00:00,-28.1,Чермоз
106003,2014-02-01 08:00:00,-28.0,Чермоз
106004,2014-01-31 08:00:00,-22.8,Чермоз
106005,2014-01-30 08:00:00,-29.6,Чермоз
106006,2014-01-29 08:00:00,-36.1,Чермоз
106007,2014-01-28 08:00:00,-33.1,Чермоз
106008,2014-01-27 08:00:00,-23.4,Чермоз
106009,2014-01-26 08:00:00,-25.7,Чермоз
106010,2014-01-25 08:00:00,-37.1,Чермоз
106011,2014-01-24 08:00:00,-22.3,Чермоз
106012,2014-01-23 08:00:00,-20.7,Чермоз
106013,2014-01-22 08:00:00,-20.0,Чермоз
106014,2014-01-21 08:00:00,-9.1,Чермоз
106015,2014-01-20 08:00:00,-25.9,Чермоз
106016,2014-01-19 08:00:00,-24.0,Чермоз
106017,2014-01-18 08:00:00,-13.1,Чермоз
106018,2014-01-17 08:00:00,-14.9,Чермоз
106019,2014-01-16 08:00:00,-9.4,Чермоз
106020,2014-01-15 08:00:00,-2.1,Чермоз
106021,2014-01-14 08:00:00,-0.9,Чермоз
106022,2014-01-13 08:00:00,-0.7,Чермоз
106023,2014-01-12 08:00:00,-0.1,Чермоз
106024,2014-01-11 08:00:00,-4.9,Чермоз
106025,2014-01-10 08:00:00,-2.5,Чермоз
106026,2014-01-09 08:00:00,-4.0,Чермоз
106027,2014-01-08 08:00:00,-6.1,Чермоз
106028,2014-01-07 08:00:00,-12.6,Чермоз
106029,2014-01-06 08:00:00,-10.2,Чермоз
106030,2014-01-05 08:00:00,-15.4,Чермоз
106031,2014-01-04 08:00:00,-31.0,Чермоз
106032,2014-01-03 08:00:00,-29.9,Чермоз
106033,2014-01-02 08:00:00,-2.3,Чермоз
106034,2014-01-01 08:00:00,-0.2,Чермоз
106035,2013-12-31 08:00:00,-0.3,Чермоз
106036,2013-12-30 08:00:00,-2.1,Чермоз
106037,2013-12-29 08:00:00,-4.4,Чермоз
106038,2013-12-28 08:00:00,-7.0,Чермоз
106039,2013-12-27 08:00:00,-1.4,Чермоз
106040,2013-12-26 08:00:00,-4.0,Чермоз
106041,2013-12-25 08:00:00,-1.3,Чермоз
106042,2013-12-24 08:00:00,-2.6,Чермоз
106043,2013-12-23 08:00:00,-7.0,Чермоз
106044,2013-12-22 08:00:00,-5.5,Чермоз
106045,2013-12-21 08:00:00,-19.4,Чермоз
106046,2013-12-20 08:00:00,-28.1,Чермоз
106047,2013-12-19 08:00:00,-16.5,Чермоз
106048,2013-12-18 08:00:00,-17.6,Чермоз
106049,2013-12-17 08:00:00,-23.2,Чермоз
106050,2013-12-16 08:00:00,-19.7,Чермоз
106051,2013-12-15 08:00:00,-9.9,Чермоз
106052,2013-12-14 08:00:00,-5.3,Чермоз
106053,2013-12-13 08:00:00,-6.0,Чермоз
106054,2013-12-12 08:00:00,-18.4,Чермоз
106055,2013-12-11 08:00:00,-10.6,Чермоз
106056,2013-12-10 08:00:00,-6.5,Чермоз
106057,2013-12-09 08:00:00,-4.4,Чермоз
106058,2013-12-08 08:00:00,-2.1,Чермоз
106059,2013-12-07 08:00:00,-4.8,Чермоз
106060,2013-12-06 08:00:00,-8.5,Чермоз
106061,2013-12-05 08:00:00,-10.7,Чермоз
106062,2013-12-04 08:00:00,-13.4,Чермоз
106063,2013-12-03 08:00:00,-6.2,Чермоз
106064,2013-12-02 08:00:00,-4.8,Чермоз
106065,2013-12-01 08:00:00,-9.5,Чермоз
106066,2013-11-30 08:00:00,-1.0,Чермоз
106067,2013-11-29 08:00:00,-1.4,Чермоз
106068,2013-11-28 08:00:00,-0.8,Чермоз
106069,2013-11-27 08:00:00,-2.1,Чермоз
106070,2013-11-26 08:00:00,-1.9,Чермоз
106071,2013-11-25 08:00:00,0.2,Чермоз
106072,2013-11-24 08:00:00,-2.0,Чермоз
106073,2013-11-23 08:00:00,-0.9,Чермоз
106074,2013-11-22 08:00:00,-0.6,Чермоз
106075,2013-11-21 08:00:00,-1.5,Чермоз
106076,2013-07-04 08:00:00,20.0,Чермоз
106077,2013-07-03 08:00:00,16.3,Чермоз
106078,2013-07-02 08:00:00,17.7,Чермоз
106079,2013-07-01 08:00:00,15.7,Чермоз
106080,2013-06-30 08:00:00,14.0,Чермоз
106081,2013-06-29 08:00:00,14.7,Чермоз
106082,2013-06-28 08:00:00,20.7,Чермоз
106083,2013-06-27 08:00:00,21.4,Чермоз
106084,2013-06-26 08:00:00,23.2,Чермоз
106085,2013-06-25 08:00:00,22.9,Чермоз
106086,2013-06-24 08:00:00,22.2,Чермоз
106087,2013-06-23 08:00:00,22.7,Чермоз
106088,2013-06-22 08:00:00,22.5,Чермоз
106089,2013-06-21 08:00:00,13.2,Чермоз
106090,2013-06-20 08:00:00,16.5,Чермоз
106091,2013-06-19 08:00:00,17.7,Чермоз
106092,2013-06-18 08:00:00,19.8,Чермоз
106093,2013-06-17 08:00:00,15.5,Чермоз
106094,2013-06-16 08:00:00,15.8,Чермоз
106095,2013-06-15 08:00:00,11.7,Чермоз
106096,2013-06-14 08:00:00,7.8,Чермоз
106097,2013-06-13 08:00:00,16.1,Чермоз
106098,2013-06-12 08:00:00,16.5,Чермоз
106099,2013-06-11 08:00:00,15.5,Чермоз
106100,2013-06-10 08:00:00,14.9,Чермоз
106101,2013-06-09 08:00:00,13.3,Чермоз
106102,2013-06-08 08:00:00,12.7,Чермоз
106103,2013-06-07 08:00:00,10.5,Чермоз
106104,2013-06-06 08:00:00,11.1,Чермоз
106105,2013-06-05 08:00:00,8.9,Чермоз
106106,2013-06-04 08:00:00,14.5,Чермоз
106107,2013-06-03 08:00:00,13.5,Чермоз
106108,2013-06-02 08:00:00,14.3,Чермоз
106109,2013-06-01 08:00:00,13.9,Чермоз
106110,2013-05-31 08:00:00,12.5,Чермоз
106111,2013-05-30 08:00:00,12.9,Чермоз
106112,2013-05-29 08:00:00,12.2,Чермоз
106113,2013-05-28 08:00:00,6.3,Чермоз
106114,2013-05-27 08:00:00,14.9,Чермоз
106115,2013-05-26 08:00:00,18.7,Чермоз
106116,2013-05-25 08:00:00,13.3,Чермоз
106117,2013-05-24 08:00:00,9.9,Чермоз
106118,2013-05-23 08:00:00,7.6,Чермоз
106119,2013-05-22 08:00:00,3.8,Чермоз
106120,2013-05-21 08:00:00,4.7,Чермоз
106121,2013-05-20 08:00:00,8.2,Чермоз
106122,2013-05-19 08:00:00,1.7,Чермоз
106123,2013-05-18 08:00:00,4.2,Чермоз
106124,2013-05-17 08:00:00,12.4,Чермоз
106125,2013-05-16 08:00:00,6.8,Чермоз
106126,2013-05-15 08:00:00,9.7,Чермоз
106127,2013-05-14 08:00:00,9.3,Чермоз
106128,2013-05-13 08:00:00,5.9,Чермоз
106129,2013-05-12 08:00:00,5.8,Чермоз
106130,2013-05-11 08:00:00,4.8,Чермоз
106131,2013-05-10 08:00:00,3.6,Чермоз
106132,2013-05-09 08:00:00,4.6,Чермоз
106133,2013-05-08 08:00:00,3.8,Чермоз
106134,2013-05-07 08:00:00,4.7,Чермоз
106135,2013-05-06 08:00:00,4.5,Чермоз
106136,2013-05-05 08:00:00,1.9,Чермоз
106137,2013-05-04 08:00:00,4.5,Чермоз
106138,2013-05-03 08:00:00,3.1,Чермоз
106139,2013-05-02 08:00:00,3.4,Чермоз
106140,2013-05-01 08:00:00,3.0,Чермоз
106141,2013-04-30 08:00:00,2.2,Чермоз
106142,2013-04-29 08:00:00,1.9,Чермоз
106143,2013-04-28 08:00:00,0.8,Чермоз
106144,2013-04-27 08:00:00,5.6,Чермоз
106145,2013-04-26 08:00:00,5.6,Чермоз
106146,2013-04-25 08:00:00,2.6,Чермоз
106147,2013-04-24 08:00:00,-0.6,Чермоз
106148,2013-04-23 08:00:00,1.2,Чермоз
106149,2013-04-22 08:00:00,4.6,Чермоз
106150,2013-04-21 08:00:00,1.1,Чермоз
106151,2013-04-20 08:00:00,4.6,Чермоз
106152,2013-04-19 08:00:00,3.2,Чермоз
106153,2013-04-18 08:00:00,-1.6,Чермоз
106154,2013-04-17 08:00:00,4.1,Чермоз
106155,2013-04-16 08:00:00,-0.1,Чермоз
106156,2013-04-15 08:00:00,-7.5,Чермоз
106157,2013-04-14 08:00:00,-3.2,Чермоз
106158,2013-04-13 08:00:00,-3.6,Чермоз
106159,2013-04-12 08:00:00,-3.6,Чермоз
106160,2013-04-11 08:00:00,-3.4,Чермоз
106161,2013-04-10 08:00:00,-6.9,Чермоз
106162,2013-04-09 08:00:00,-0.8,Чермоз
106163,2013-04-08 08:00:00,-1.0,Чермоз
106164,2013-04-07 08:00:00,1.9,Чермоз
106165,2013-04-06 08:00:00,0.3,Чермоз
106166,2013-04-05 08:00:00,-8.1,Чермоз
106167,2013-04-04 08:00:00,-0.6,Чермоз
106168,2013-04-03 08:00:00,1.7,Чермоз
106169,2013-04-02 08:00:00,-2.5,Чермоз
106170,2013-04-01 08:00:00,-3.4,Чермоз
106171,2013-03-31 08:00:00,-14.3,Чермоз
106172,2013-03-30 08:00:00,-18.8,Чермоз
106173,2013-03-29 08:00:00,-15.4,Чермоз
106174,2013-03-28 08:00:00,-9.1,Чермоз
106175,2013-03-27 08:00:00,-8.9,Чермоз
106176,2013-03-26 08:00:00,-7.0,Чермоз
106177,2013-03-25 08:00:00,-9.7,Чермоз
106178,2013-03-24 08:00:00,-23.6,Чермоз
106179,2013-03-23 08:00:00,-18.8,Чермоз
106180,2013-03-22 08:00:00,-4.1,Чермоз
106181,2013-03-21 08:00:00,-16.1,Чермоз
106182,2013-03-20 08:00:00,-11.8,Чермоз
106183,2013-03-19 08:00:00,-12.1,Чермоз
106184,2013-03-18 08:00:00,0.3,Чермоз
106185,2013-03-16 08:00:00,-1.8,Чермоз
106186,2013-03-14 08:00:00,-17.8,Чермоз
106187,2013-03-13 08:00:00,-28.0,Чермоз
106188,2013-03-12 08:00:00,-24.0,Чермоз
106189,2013-03-11 08:00:00,-10.9,Чермоз
106190,2013-03-10 08:00:00,-26.2,Чермоз
106191,2013-03-09 08:00:00,-22.6,Чермоз
106192,2013-03-08 08:00:00,-8.6,Чермоз
106193,2013-03-07 08:00:00,-22.7,Чермоз
106194,2013-03-05 08:00:00,-34.8,Чермоз
106195,2013-03-03 08:00:00,-26.6,Чермоз
106196,2013-03-02 08:00:00,-17.8,Чермоз
106197,2013-03-01 08:00:00,-31.3,Чермоз
106198,2013-02-28 08:00:00,-27.1,Чермоз
106199,2013-02-27 08:00:00,-2.8,Чермоз
106200,2013-02-25 08:00:00,-8.8,Чермоз
106201,2013-02-24 08:00:00,-11.3,Чермоз
106202,2013-02-23 08:00:00,-13.4,Чермоз
106203,2013-02-21 08:00:00,-17.5,Чермоз
106204,2013-02-20 08:00:00,-18.4,Чермоз
106205,2013-02-19 08:00:00,-20.8,Чермоз
106206,2013-02-17 08:00:00,-18.1,Чермоз
106207,2013-02-16 08:00:00,-9.5,Чермоз
106208,2013-02-14 08:00:00,-6.0,Чермоз
106209,2013-02-13 08:00:00,-6.4,Чермоз
106210,2013-02-12 08:00:00,-7.8,Чермоз
106211,2013-02-11 08:00:00,-6.1,Чермоз
106212,2013-02-10 08:00:00,-7.4,Чермоз
106213,2013-02-09 08:00:00,-5.1,Чермоз
106214,2013-02-07 08:00:00,-4.7,Чермоз
106215,2013-02-06 08:00:00,-4.1,Чермоз
106216,2013-02-05 08:00:00,-1.4,Чермоз
106217,2013-02-02 08:00:00,-12.3,Чермоз
106218,2013-02-01 08:00:00,-19.4,Чермоз
106219,2013-01-31 08:00:00,-11.2,Чермоз
106220,2013-01-30 08:00:00,-6.6,Чермоз
106221,2013-01-29 08:00:00,-9.6,Чермоз
106222,2013-01-28 08:00:00,-16.9,Чермоз
106223,2013-01-27 08:00:00,-30.0,Чермоз
106224,2013-01-26 08:00:00,-22.9,Чермоз
106225,2013-01-25 08:00:00,-16.3,Чермоз
106226,2013-01-24 08:00:00,-16.3,Чермоз
106227,2013-01-23 08:00:00,-22.2,Чермоз
106228,2013-01-22 08:00:00,-9.0,Чермоз
106229,2013-01-21 08:00:00,-14.6,Чермоз
106230,2013-01-20 08:00:00,-21.4,Чермоз
106231,2013-01-19 08:00:00,-22.2,Чермоз
106232,2013-01-18 08:00:00,-20.8,Чермоз
106233,2013-01-17 08:00:00,-35.8,Чермоз
106234,2013-01-16 08:00:00,-23.8,Чермоз
106235,2013-01-15 08:00:00,-11.6,Чермоз
106236,2013-01-14 08:00:00,-13.4,Чермоз
106237,2013-01-13 08:00:00,-14.9,Чермоз
106238,2013-01-12 08:00:00,-19.0,Чермоз
106239,2013-01-11 08:00:00,-28.9,Чермоз
106240,2013-01-10 08:00:00,-25.9,Чермоз
106241,2013-01-09 08:00:00,-14.1,Чермоз
106242,2013-01-08 08:00:00,-11.7,Чермоз
106243,2013-01-07 08:00:00,-8.7,Чермоз
106244,2013-01-06 08:00:00,-7.8,Чермоз
106245,2013-01-05 08:00:00,-8.1,Чермоз
106246,2013-01-04 08:00:00,-11.5,Чермоз
106247,2013-01-03 08:00:00,-30.4,Чермоз
106248,2013-01-02 08:00:00,-29.9,Чермоз
106249,2013-01-01 08:00:00,-17.8,Чермоз
106254,2022-12-31 08:00:00,-22.9,Кын
106262,2022-12-30 08:00:00,-30.0,Кын
106270,2022-12-29 08:00:00,-28.4,Кын
106278,2022-12-28 08:00:00,-12.2,Кын
106285,2022-12-27 08:00:00,-7.4,Кын
106291,2022-12-26 08:00:00,-7.6,Кын
106296,2022-12-25 08:00:00,-3.6,Кын
106304,2022-12-24 08:00:00,0.1,Кын
106312,2022-12-23 08:00:00,-4.4,Кын
106320,2022-12-22 08:00:00,-22.8,Кын
106328,2022-12-21 08:00:00,-18.2,Кын
106336,2022-12-20 08:00:00,-13.2,Кын
106344,2022-12-19 08:00:00,-0.5,Кын
106350,2022-12-18 08:00:00,-8.9,Кын
106358,2022-12-17 08:00:00,-6.3,Кын
106366,2022-12-16 08:00:00,-19.3,Кын
106374,2022-12-15 08:00:00,-29.8,Кын
106380,2022-12-14 08:00:00,-25.4,Кын
106387,2022-12-13 08:00:00,-9.4,Кын
106395,2022-12-12 08:00:00,-6.6,Кын
106402,2022-12-11 08:00:00,-10.4,Кын
106410,2022-12-10 08:00:00,-12.5,Кын
106424,2022-12-07 08:00:00,-22.5,Кын
106432,2022-12-06 08:00:00,-23.2,Кын
106447,2022-12-04 08:00:00,-13.8,Кын
106454,2022-12-03 08:00:00,-30.4,Кын
106462,2022-12-02 08:00:00,-27.3,Кын
106469,2022-12-01 08:00:00,-16.5,Кын
106477,2022-11-30 08:00:00,-14.4,Кын
106485,2022-11-29 08:00:00,-26.5,Кын
106497,2022-11-27 08:00:00,-21.4,Кын
106502,2022-11-26 08:00:00,-27.1,Кын
106509,2022-11-25 08:00:00,-18.7,Кын
106517,2022-11-24 08:00:00,-11.1,Кын
106524,2022-11-23 08:00:00,-19.6,Кын
106532,2022-11-22 08:00:00,-10.5,Кын
106540,2022-11-21 08:00:00,-15.3,Кын
106548,2022-11-20 08:00:00,-14.4,Кын
106556,2022-11-19 08:00:00,-23.5,Кын
106564,2022-11-18 08:00:00,-27.2,Кын
106571,2022-11-17 08:00:00,-24.8,Кын
106579,2022-11-16 08:00:00,,Кын
106586,2022-11-15 08:00:00,-9.8,Кын
106594,2022-11-14 08:00:00,-6.6,Кын
106601,2022-11-13 08:00:00,2.2,Кын
106607,2022-11-12 08:00:00,4.1,Кын
106615,2022-11-11 08:00:00,1.4,Кын
106623,2022-11-10 08:00:00,0.2,Кын
106629,2022-11-09 08:00:00,0.2,Кын
106637,2022-11-08 08:00:00,-2.8,Кын
106645,2022-11-07 08:00:00,-1.6,Кын
106653,2022-11-06 08:00:00,-3.0,Кын
106660,2022-11-05 08:00:00,-3.1,Кын
106667,2022-11-04 08:00:00,-1.9,Кын
106674,2022-11-03 08:00:00,0.0,Кын
106680,2022-11-02 08:00:00,4.4,Кын
106692,2022-10-31 08:00:00,0.6,Кын
106705,2022-10-29 08:00:00,-1.0,Кын
106720,2022-10-27 08:00:00,-5.2,Кын
106727,2022-10-26 08:00:00,-3.3,Кын
106735,2022-10-25 08:00:00,-0.5,Кын
106740,2022-10-24 08:00:00,1.7,Кын
106748,2022-10-23 08:00:00,-1.8,Кын
106755,2022-10-22 08:00:00,-2.6,Кын
106762,2022-10-21 08:00:00,1.0,Кын
106769,2022-10-20 08:00:00,0.7,Кын
106775,2022-10-19 08:00:00,3.9,Кын
106783,2022-10-18 08:00:00,3.6,Кын
106790,2022-10-17 08:00:00,5.6,Кын
106798,2022-10-16 08:00:00,4.5,Кын
106806,2022-10-15 08:00:00,6.1,Кын
106813,2022-10-14 08:00:00,3.0,Кын
106821,2022-10-13 08:00:00,2.3,Кын
106829,2022-10-12 08:00:00,-0.2,Кын
106834,2022-10-11 08:00:00,1.0,Кын
106841,2022-10-10 08:00:00,5.7,Кын
106849,2022-10-09 08:00:00,6.2,Кын
106856,2022-10-08 08:00:00,5.7,Кын
106864,2022-10-07 08:00:00,6.5,Кын
106871,2022-10-06 08:00:00,5.6,Кын
106879,2022-10-05 08:00:00,-0.6,Кын
106892,2022-10-03 08:00:00,8.9,Кын
106907,2022-10-01 08:00:00,1.4,Кын
106913,2022-09-30 08:00:00,-2.8,Кын
106920,2022-09-29 08:00:00,-7.5,Кын
106928,2022-09-28 08:00:00,-2.0,Кын
106935,2022-09-27 08:00:00,-1.5,Кын
106943,2022-09-26 08:00:00,1.0,Кын
106951,2022-09-25 08:00:00,7.6,Кын
